Index,SMILES,Scores
867,Cn1ccnc1-c1ccc2c(c1)C(=O)NC2=O,-12.708012676239012
472,O=C(NC[C@H](O)CO)c1cnc2ncc(-c3cc4cc[nH]c4cc3F)cn12,-12.698178577423096
928,O=C(N[C@@H](CO)c1cccc(O)c1)c1cc2n(c1)CCOC2,-12.691623306274414
127,COc1ccc(C(=O)N[C@H](C)C(=O)NO)nc1N,-12.689262294769287
828,Cc1cc(C(=O)N2CCc3cc(CO)ccc3C2)c(F)cc1N,-12.681955051422118
132,Cc1cc(C(=O)Oc2ccc3c(C)cccc3c2)c(C)cn1,-12.678683662414551
171,Cc1cc2sc(C(=O)N3C[C@H](O)CC(F)(F)C3)c(C)c2cc1C,-12.676032257080076
402,Cc1cnc2cc(C(=O)N3CCc4ccc(N=[N+]=[N-])cc43)nn2c1,-12.675722217559814
802,O=C(Nc1cc(O)c(Cl)cc1F)c1cc(-c2ccccc2O)c2cc[nH]c2c1,-12.675354766845704
452,C[C@@H]1CCN(C(=O)c2cc(-c3ccc4ccccc4c3)cs2)C1,-12.670177268981934
261,CCN1C[C@@H](NC(=O)c2cc3cccnn3c2)CC1=O,-12.668555068969727
919,Cc1ccc(F)c(C(=O)N2CCc3c(cnnc3O)C2)c1O,-12.66655216217041
554,O=C(NC[C@H](O)CO)[C@H]1CCN(Cc2ccc(O)cc2O)C[C@@H]1O,-12.66472644805908
40,O=C(NC[C@H](O)CO)[C@@H]1CCN(Cc2ccc(O)cc2O)C[C@@H]1O,-12.66472644805908
411,Cc1ncc(Cl)cc1CN1C[C@H]2[C@@H](C1)N2C(=O)c1cc(F)cc(Br)c1F,-12.664353084564208
754,O=C(c1cc2ccccc2cc1O)N1CCN(C(=O)c2cnn[nH]2)[C@H](CO)C1,-12.659582710266111
804,Cc1ccc2cc(C(=O)OCc3ccc4oncc4c3)ccc2c1,-12.65855884552002
109,CC1(C2CCN(C(=O)CCc3ccc4ncccc4c3)CC2)CC1,-12.65540370941162
795,O=C(c1cc2c(nc1O)CCC[C@H]2O)N1CCC(c2nncs2)CC1,-12.650482177734377
799,Cc1ccc2oc(C(=O)N3CCC[C@@H](c4cc(O)cc(F)c4)C3)cc(=O)c2c1,-12.646194458007812
535,Cc1ccc2oc(C(=O)N3CCC[C@H](c4cc(O)cc(F)c4)C3)cc(=O)c2c1,-12.646194458007812
566,Cc1cc2sc(NC(=O)C=Cc3cccc(CO)c3)nc2cc1F,-12.64554853439331
845,COC(=O)c1ccc(C(=O)N(C)Cc2ccc3ccccc3c2Br)cc1O,-12.642883682250975
291,Cn1[nH]c(C(=O)N2CC[C@]3(C2)CN(C(=O)[C@]2(CO)CC2(F)F)CCO3)nc1=O,-12.637072944641114
315,Cc1cc2cc(C(=O)Oc3ccc4ccccc4c3)oc2cc1C,-12.636444854736329
250,C[C@@H]1CCCC[C@@H]1N(CCO)C(=O)c1cc(CO)cc(CO)c1,-12.632484912872314
659,Cc1cc(C(=O)NO)c2c(n1)CCCC2,-12.630408668518069
587,COc1ccc(C#N)cc1-c1ccc2[nH]c3ccc4ccccc4c3c2c1,-12.6269944190979
549,CCCc1nc(C)c(C(=O)N[C@@H](C)C(=O)NO)o1,-12.626220417022704
31,CC(C)C(=O)Nc1ccc2c(c1)C(=O)NC2=O,-12.619749641418457
858,CC(C)c1cc(C(=O)Oc2ccc3ccc(=O)oc3c2)c2ccccc2n1,-12.61894302368164
105,Cc1cc(OC(F)F)c(C(=O)O[C@H](C)C(=O)c2ccc3c(c2)CCC3)s1,-12.615810775756836
609,CN(C)c1nc2c(C(=O)NO)cccc2o1,-12.615330791473388
959,C[C@H]1CCN(C(=O)c2cc3ccc(-c4cc(F)cc(F)c4O)cc3n2C)C1,-12.600118827819824
774,C[C@@H]1CCN(C(=O)c2cc3ccc(-c4cc(F)cc(F)c4O)cc3n2C)C1,-12.600118827819824
317,COc1cc(OC)c2cc(C(=O)NO)[nH]c2c1,-12.599684524536134
292,COC(=O)c1cc2cc(C(=O)N3Cc4cccc(Cl)c4C3)sc2s1,-12.59530563354492
30,Cc1cc2c(Oc3ccc4ccccc4c3)ncnc2s1,-12.594923114776613
375,Cc1cccc2c1OCC[C@H]2NC(=O)c1cc(CO)cc(CO)c1,-12.59130802154541
164,COCC1(NC(=O)Cn2cc(C(=O)NO)nn2)CC(F)(F)C1,-12.589337730407715
557,N#Cc1cc(C(=O)NO)ccc1[N+](=O)[O-],-12.57918758392334
875,CC1(C(=O)N2CC[C@@H](O)C2)CN(Cc2cc(CO)ccc2O)C1,-12.57082748413086
481,Cc1ccc(C(=O)N2CCc3cc(CO)ccc3C2)s1,-12.570361995697022
425,CCOc1ccc2c(c1)C[C@H](C(=O)NO)CO2,-12.569711875915528
963,Cc1ccc2c(COc3cc(Cl)cc(Cl)c3)cc(=O)oc2c1,-12.56266279220581
872,Cn1c(=O)n(C)c2c(C(=O)Oc3ccc4ccccc4c3)cccc21,-12.558041286468503
771,Cc1ccc(C(=O)COC(=O)c2ccc3c(c2)N(C)CC3)s1,-12.553079509735108
999,C[C@@H](C1CC1)N1C[C@H](C(=O)NO)CC1=O,-12.552304363250732
184,C[C@@H](C1CC1)N1C[C@@H](C(=O)NO)CC1=O,-12.552304363250732
234,Cc1ccc2c(c1)C[C@H](C(=O)NO)S2,-12.548732948303222
732,CC(=O)C(=O)Nc1ccc2c(c1)C(=O)NC2=O,-12.543501472473144
36,Cc1ncc(Cl)cc1CN1C[C@H]2[C@@H](C1)[C@@H]2C(=O)Nc1cccc2c1CCO2,-12.537442398071288
741,CCc1cc2c(Oc3ccc4ccccc4c3)ncnc2s1,-12.527757453918458
445,Cc1ccc(-c2cnc(CNc3cc4oc(=O)n(C)c4cc3F)o2)cc1,-12.527231407165528
720,C[C@@H]1CN(N2CCc3cccc(CO)c3C2)CCc2ccc(F)cc21,-12.519261169433594
986,CCc1ccccc1-c1cc(C(=O)Nc2ccc3c(C)n(C)nc3c2)ccn1,-12.511104488372805
649,C[C@@H]1CCN(C(=O)c2nc(-c3ccc4ccccc4c3)cs2)C1,-12.509582042694092
283,Cc1noc(-c2ccc(C(=O)N[C@@H](C)C(=O)NO)cc2)n1,-12.509056568145752
385,Cc1cc(-c2ccsc2CO)c[nH]c1=NCc1ccncc1O,-12.50465955734253
156,Cc1cc(C(=O)Oc2ccc3c(C)cccc3c2)sn1,-12.502647113800048
263,Cc1cc(C(=O)Oc2ccc3c(c2)cc(C)n3C)c(C)cn1,-12.50246229171753
529,Cc1c(CO)cccc1-c1cc(C(=O)Nc2cccc(F)c2O)c2cc[nH]c2c1,-12.501764297485352
8,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)NC2=O,-12.490856456756593
180,Cc1cnccc1N1CCC(C(=O)NO)CC1,-12.488232231140136
996,CCOC(=O)c1cc2c(=O)n(Cc3ccc4c(c3)COC4)ccn2c1,-12.485392379760745
836,NCc1ncc(C(=O)NCc2ccc(C(=O)NO)cc2)s1,-12.478086853027344
254,O=C(NC1=CN2N=CC=C2N=C1)C1=C2C=NNC2=CC=C1F,-12.471585941314697
103,C[C@@H]1CCN(C(=O)c2cn3ccc(CO)cc3n2)C[C@@H]1O,-12.471135425567628
67,C[C@@H]1CCN(C(=O)c2cn3ccc(CO)cc3n2)C[C@H]1O,-12.471135425567628
494,C[C@H]1CCN(C(=O)c2cn3ccc(CO)cc3n2)C[C@@H]1O,-12.471135425567628
398,C[C@H](C(=O)OCc1cccc(CO)n1)c1ccc2c(c1)Cc1ccccc1-2,-12.466822338104247
412,Cc1ccc2c(Nc3cc(S(N)(=O)=O)ccc3O)ncnc2c1,-12.461322498321532
194,O=C(NC1(CO)CN(C(=O)c2occ3c2CCC3)C1)C1CC2(CC[C@@H]2O)C1,-12.454973506927493
498,CN1CC2(CCN(S(=O)(=O)c3ccc4c(ccn4C)c3)CC2)CC1=O,-12.451877784729003
50,Cc1cnc2c(C(=O)NO)cccn12,-12.44051113128662
370,O=C(c1cccc2ccncc12)N1CCN(Cc2ncc(Cl)cc2F)CC1,-12.437030601501466
555,CC(C)(C)OC(=O)N1C[C@H](CNc2cc(=O)n3ccccc3n2)[C@H]2C[C@@H]21,-12.43506956100464
985,C[C@H](OC(=O)c1cccc(-c2ccoc2)c1)c1c(F)cccc1F,-12.42798376083374
515,CC1=CC(C(=O)N2CCC(C3=NNC(N)=N3)C2)=NC=C1CO,-12.42318344116211
966,O=C(NCCO)c1n[nH]c2c1CN(C(=O)[C@@H]1CCc3ccccc3[C@@H]1O)C2,-12.413562107086182
651,Cc1cc(-c2ccc3nc(O)nc(O)c3c2)c2ccccc2c1,-12.413262557983398
914,CN1C[C@H](C2CCN(C(=O)Cc3cccc(C#N)c3)CC2)CC1=O,-12.406925582885744
899,Cc1cc(CO)oc1C(=O)N(C)[C@@H]1CCN(C(=O)C2(CO)CC2)CC12CC2,-12.404497623443604
285,Cc1cc(CO)oc1C(=O)N(C)[C@H]1CCN(C(=O)C2(CO)CC2)CC12CC2,-12.404497623443604
859,Cc1ccc(-c2ccc3sc(C(=O)N4CC(C)C4)cc3c2)cn1,-12.400082111358644
409,Cc1cccc2c1C[C@H](C(=O)NO)O2,-12.397092533111572
252,Cn1cc(-c2ccc3cc(C(=O)Nc4cc(Cl)cc(Cl)c4O)oc3c2)cn1,-12.394045734405518
158,Cc1c(CO)cccc1-c1cc(C(=O)Nc2cc(F)ccc2O)c2cc[nH]c2c1,-12.389715099334715
274,Cc1cnc2n1C[C@@H](C(=O)NO)CC2,-12.389087867736816
260,Cc1cnc2n1C[C@H](C(=O)NO)CC2,-12.389087867736816
124,Cc1cc(CO)ccc1-c1cnn2c1CN(Cc1c(O)cc(Br)cc1F)CC2,-12.388928318023682
129,Cc1cc(C(=O)Oc2ccc3c(C)cccc3c2)nc(C)n1,-12.38629150390625
176,COc1cc(-c2cccc(-c3ccc4ccccc4c3)c2)ccn1,-12.368045902252195
395,Cc1cc2cc(C(=O)OCc3cc4nc(Cl)ccc4o3)oc2cc1C,-12.359556007385256
246,O=C(NCc1cc(Cl)c2c(c1)OCCO2)c1cc2c(cc1O)CCC2,-12.343642902374269
995,Cc1ccccc1C1=CCN(N2CCC(CCO)CC2)CC1,-12.338203525543213
993,Cc1cc2cc(C(=O)N3C[C@H]4C(=O)N(C)C(=O)[C@H]4C3)[nH]c2cc1Cl,-12.33520336151123
245,CCc1ccccc1-n1cc(C(=O)NO)nn1,-12.334381198883056
989,Cc1nc(N2[C@H]3CN(Cc4cc(C(F)(F)F)ccc4F)C[C@H]32)ncc1F,-12.330477523803712
71,Cc1nc(N2[C@@H]3CN(Cc4cc(C(F)(F)F)ccc4F)C[C@H]32)ncc1F,-12.330477523803712
268,CC1(C)OC(=O)c2c(C(=O)NO)cccc21,-12.322557640075685
198,Cc1ncccc1-c1cc(C(=O)N=c2cc3ccccn3[nH]2)c2n[nH]cc2c1,-12.316764163970948
593,Cc1ccc2cc(OC(=O)C3(C)CCCCC3)ccc2c1,-12.313133716583252
596,Cc1cc2cc(C(=O)OCc3ccc4ccccc4c3)[nH]c2cc1Cl,-12.3125750541687
780,CCc1cc2c(CN3CCc4c3cccc4C(F)(F)F)cc(=O)oc2cc1O,-12.309088134765624
303,Cc1cc(-c2ccc(CO)cc2)c[nH]c1=NCc1ccncc1O,-12.290945529937744
644,CC1(C)OC(=O)c2cc(C(=O)NO)ccc21,-12.288053894042967
926,Cc1ccc(-n2nc(C(=O)NO)c3ccccc3c2=O)cc1Cl,-12.285770511627195
803,Cc1ncc(Cl)cc1CN1C[C@H]2[C@@H](C1)N2C(=O)c1cc(F)cc(Br)c1,-12.2833740234375
163,CC(=Cc1cnc[nH]1)C(=O)N1CCC(C2(N=c3nc(C)[nH]s3)CC2)CC1,-12.281464862823489
139,Cc1cc(C(=O)Oc2ccc3c(C)cccc3c2)n(C)n1,-12.271752834320068
910,Cc1ncc(Cl)cc1CN1C[C@H]2[C@@H](C1)N2C(=O)[C@H](O)c1cccc(Br)c1,-12.255876445770264
288,Cc1cc(-c2ccc3ccc(C(=O)Nc4ncccc4CO)nc3c2)ccn1,-12.251870918273926
356,C#CC1=CC=C(C2=CC=NN2C2=CC=CC=C2)C(F)=C1,-12.24649305343628
278,Oc1cc2c(N3CC[C@H]4CCC[C@H]43)ncnc2cc1F,-12.23693437576294
588,Cc1ncc(Cl)cc1CN1C[C@H]2[C@@H](C1)N2C(=O)c1cc2ccccc2o1,-12.232852458953856
400,Cc1cc(-c2ccc3c(c2)COC(=O)N3)c2ccccc2c1,-12.23185625076294
190,Cc1ccc(NC(=O)c2cc(-c3cc(O)c(F)cc3F)c3n[nH]cc3c2)c(F)n1,-12.231052494049072
463,C[C@]1(C(=O)N[C@@H]2CN(C(=O)Cc3c[nH]nc3O)C[C@H]2O)C[C@H]2CC[C@@H]1O2,-12.227908611297607
528,Cc1cc2c(c(C(=O)Nc3ccc4ccccc4c3)c1)OCC2,-12.21856050491333
42,COc1cc2ccccc2cc1CN1C[C@@H]2[C@@H](C1)N2C(=O)C1(F)CCC1,-12.20413007736206
380,Cc1nc2cccc(C(=O)N3CCc4cccc5c4[C@@H]3CC5=O)c2o1,-12.20324764251709
832,Cc1cc(-c2nc([C@@H]3CC34CC4)nn2-c2cccc(C#N)c2)ncc1CO,-12.193280792236328
440,Cc1ccc(C(=O)NCc2ccc(C(=O)NO)cc2)c2ncccc12,-12.193242073059082
809,Cc1nn(CCC(=O)N2CCn3nc(CO)cc3C2)c(C)c1C,-12.19075632095337
585,CCc1cc2c(COC(=O)c3cncc(C)c3)cc(=O)oc2cc1O,-12.181622505187988
976,C[C@H](CCO)C(=O)N1C[C@H]2CN(C(=O)c3cc4c(nc3O)CCCC4)C[C@H]2C1,-12.180182933807371
281,Cc1cc(C(=O)Oc2ccc3sncc3c2)cn1C,-12.174447536468506
418,C[C@H]1CN(C(=O)c2ccnc(CNCc3ccncc3O)c2)CC(=O)N1,-12.170334243774414
907,Cn1c(C(=O)N2Cc3n[nH]cc3[C@H]2CO)ccc1[C@H]1COCCN1,-12.1698579788208
947,CC(C(=O)N1CCC[C@]2(CCN(C(=O)C3C[C@H]4C[C@@H]4C3)C2)C1)=C1CCC1,-12.167638969421386
562,Cc1ccc(CN(CCO)C(=O)c2cc(C3CC3)ccc2F)o1,-12.16681661605835
225,Cc1ccccc1[C@@H](CO)Nc1ccc2c(c1)C(=O)NC2=O,-12.16524248123169
736,CN(Cc1ccc(CO)cc1)C(=O)c1cc2cc([N+](=O)[O-])ccc2o1,-12.163312435150146
213,Cc1cc2c(cc1C(F)(F)F)N(Cc1cc3ccc(F)cc3nc1O)CC2,-12.15848512649536
215,O=C(Nc1ccc2nc(C(F)(F)F)cn2c1)N1CCn2nnc(CO)c2C1,-12.15776138305664
879,Cc1nc2ccc(C(=O)NO)cc2n1C,-12.154691791534423
209,Cc1cc(COC(=O)c2ccc3sccc3c2)c(C)s1,-12.15305976867676
772,Cc1ccc2c(c1CO)CCCN2C(=O)c1cc2cc(F)c(F)cc2[nH]1,-12.152094841003418
668,COc1cccc2c1OCC[C@H]2NC(=O)c1cc(CO)cc(CO)c1,-12.151551055908204
487,Cc1nc2cc(C(=O)N(C)c3ccc4ccccc4c3)ccc2s1,-12.15092945098877
497,OCC1(CO)CCN(N2CCC(c3ccc(F)c(F)c3)CC2)CC1,-12.146788501739502
264,COC(=O)c1cc2c(s1)CN(C(=O)C1=Cc3ccccc3OC1)C2,-12.139097690582275
645,COc1cc(OC)c2cc(C(=O)N(C[C@H](O)CO)C[C@H](O)CO)nnc2c1,-12.136584854125976
538,O=C(C1=CC=NC(OC2CC2)=C1)N1CCC2=NN=CC=C2C1,-12.133158779144289
508,N#Cc1cc(C(=O)NO)cnc1C(F)(F)F,-12.132902145385742
456,Cc1cc(-c2ccc3c(c2)ncn3C)c2ccccc2c1,-12.13250036239624
335,c1ccc(-c2cnc(CN[C@@H]3CCCc4c[nH]nc43)o2)cc1,-12.130402851104735
277,Cc1ccc(C(=O)N2CCO[C@@H](c3ccc(F)c(F)c3)C2)nc1O,-12.12175750732422
101,CN1C[C@H](C2CCN(Cc3ccc4ccccc4c3)CC2)CC1=O,-12.1190899848938
814,O=C(NCc1ccc(-c2ccc3occc3c2)cn1)c1ccc2ccnn2c1,-12.119022178649905
670,C[C@@H]1CN(N2CCc3cccc(CO)c3C2)CCc2ccc(Cl)cc21,-12.116411876678466
792,Cc1ccc(-c2ccnc(NCc3ccncc3O)c2)c(C(F)(F)F)c1,-12.109798240661622
187,Cc1cc(-c2ccc3nc(O)n(C)c3c2)c2ccccc2c1,-12.106069374084472
230,CN(C(=O)CC1CC(F)C1)[C@@H]1CN(C(=O)c2cncc3c2CCC3)C[C@H]1O,-12.102169799804688
35,O=C(C1=CCC1)N1CCC(C2CCN(C(=O)c3cnc(Cl)[nH]3)CC2)CC1,-12.091528511047365
414,Cc1cc(NC(=O)[C@@H]2CCCCN2Cc2cc(O)ccc2O)cc(C)c1C,-12.087330055236816
242,Cc1cc(NC(=O)[C@H]2CCCCN2Cc2cc(O)ccc2O)cc(C)c1C,-12.087330055236816
480,Cc1ncc(Cl)cc1CN1C[C@H]2[C@@H](C1)N2C(=O)c1cccc2c1OCC2,-12.079266262054444
384,Cc1cc(C(=O)N2CCc3nc[nH]c3[C@]23CCN(C(=O)CO)C3)nnc1O,-12.072014999389648
790,Cc1cc2cc(C(=O)N3CC4(CC[C@H]4O)C3)[nH]c2cc1Cl,-12.064367485046386
590,Cc1cc2cc(C(=O)N3CC4(CC[C@@H]4O)C3)[nH]c2cc1Cl,-12.064367485046386
48,COC(=O)c1ccccc1-c1ccc2c(c1)C(=O)NC2=O,-12.05895175933838
978,O=C(C1=CCCCC1)N1CCN(C2CCN(C(=O)c3n[nH]c(O)n3)CC2)CC1,-12.054254150390625
558,C[C@H](OC(=O)c1cccc(CO)c1)C(=O)c1c(F)cc(F)cc1F,-12.050607395172118
49,Cc1cc(C(=O)Oc2ccc3c(C)cccc3c2)nc(C(F)(F)F)n1,-12.047741413116457
877,Cc1cn2cc(C(=O)N[C@H](C)C(=O)NO)nc2s1,-12.042669486999513
309,CC1CN(C(=O)C2=CC=C(CO)N=C2)CCCN1C(=O)CO,-12.039077854156494
610,C#CCCN(O)C(=O)c1cc2cc(F)c(F)cc2[nH]1,-12.028196334838867
687,Oc1nc(O)c2cc(-c3ccc4c(c3)C[C@H](O)CC4)ccc2n1,-12.026954650878906
920,Cc1cc(N2C[C@H]3CC[C@H]2[C@@H]2CN(C(=O)c4cnncc4O)C[C@H]32)nc(CO)n1,-12.02667169570923
251,O=C(c1ccnnc1O)N1CC[C@H](C(=O)N2CC[C@@]3(C2)CC3(F)F)[C@H](O)C1,-12.024212837219238
290,Cc1cc2sc(NC(=O)c3cccc4ccncc34)nc2cc1F,-12.020341968536377
308,Cc1cc(-c2cc3ccccc3nc2O)c2ccccc2c1N,-12.013201332092285
485,Cc1ccc([C@@H](C)NC(=O)Cn2cc(C(=O)NO)nn2)s1,-12.004524326324464
84,Cc1ccc([C@H](C)NC(=O)Cn2cc(C(=O)NO)nn2)s1,-12.004524326324464
589,Cc1ccc(-c2cnc3n[nH]c(C(=O)Nc4cccc5cnccc45)c3c2)o1,-11.990671348571777
29,Cc1ncc(Cc2cccc(C(=O)N(C)C3C[C@@H]4C[C@H]4C3)c2)s1,-11.988094806671144
827,Cc1nc(C(=O)Oc2ccc3sncc3c2)c(C)s1,-11.983350658416748
717,Cc1ccc(C(=O)Oc2ccc3sncc3c2)cn1,-11.983089256286622
438,Cc1ccc(C(=O)O[C@H]2CCN(c3ccccc3)C2=O)o1,-11.973619651794433
157,Cc1cnc2ccc(C(=O)NO)cn12,-11.972787952423095
789,O=C(N[C@@H]1C[C@H]1C(=O)N1CCO[C@@H](CO)C1)c1cc2ccccc2cc1O,-11.972334671020509
349,Cc1cc(NC(=O)[C@@H]2CCN(Cc3ccc(F)c(F)c3)C2)ncc1O,-11.967297267913818
65,CN1C[C@H](C2CCN(C(=O)c3ccc4ccccc4c3)CC2)CC1=O,-11.964714050292969
458,CCNC(=O)Nc1ccc2c(c1)C(=O)NC2=O,-11.962246704101563
145,CN1C=C(N2N=C(CO)N=C2C2=CC3=C(N=CN3C)S2)C=N1,-11.961212158203123
958,C[C@@H]1CCn2cc(C(=O)NO)nc2C1,-11.954250526428222
490,Cn1cc(-c2ccc(/C=C3\\Oc4cc(F)cc(F)c4C3=O)cc2)cn1,-11.953586959838868
192,COC(=O)c1ccc2c(c1)[C@@H](C(=O)NO)CO2,-11.945440196990967
343,COC(=O)c1ccc2c(c1)[C@H](C(=O)NO)CO2,-11.945440196990967
141,C[C@H]1CCN(c2ccc(C(=O)N[C@@H](C)C(=O)NO)cc2)C1,-11.94262104034424
912,Cc1cc2c(N)ncc(-c3ccc4c(c3)CNC4=O)n2n1,-11.942126750946043
239,CCc1ccc(-c2cccc3nc(C(=O)Nc4cc(C#N)ccc4F)cn23)cn1,-11.936100673675536
619,Cc1ccc2c(COc3cc(F)c(Cl)c(Br)c3)cc(=O)oc2c1,-11.930054187774658
697,O=[N+]([O-])c1cc(F)c(-c2ccc3ccccc3c2F)cc1O,-11.92585506439209
913,N[C@]1(C(=O)NCc2ccc(C(=O)NO)cc2)C[C@H](O)C1,-11.919901180267336
87,Cc1cc2c(cc1O)CCN(N1CCCn3nc(CO)cc3C1)C2,-11.915320301055909
550,COc1cc2c(cc1O)CCN(C(=O)[C@@H]1C[C@H]1C1CC(=O)C1)C2,-11.910938835144044
563,Cc1c(S(=O)(=O)Oc2ccc3nccnc3c2)oc2ccc(Cl)cc12,-11.907458972930907
694,Cc1cc(-c2ccc(CO)o2)c[nH]c1=NCc1ccncc1O,-11.904724979400635
520,Cc1ccc(C(=O)N2C[C@@H]3CC[C@H](C2)C3NC(=O)c2ccc(C)o2)cc1,-11.892802619934082
706,Cc1cc(C(=O)Oc2cccc3c2CC=CC3)nnc1O,-11.890161037445068
551,CC(C)(C)OC(=O)N1CC(=Cc2ccc3cc(OC(F)(F)F)ccc3n2)C1,-11.88665075302124
998,Cc1ccc(-c2ccc3sc(C(=O)NCc4ccc(O)cc4)cc3c2)cn1,-11.884183120727538
152,Cc1nc(Nc2ccnc(-c3ccc(F)c(C#N)c3)c2)nc2ccc(Br)cc12,-11.88133134841919
451,CC(=O)c1ccc(NC(=O)c2n[nH]cc2-c2cc3cc(C)ccc3o2)cc1O,-11.876280975341796
86,O=C(C1=CCC1)N1CCC(C2CCN(C(=O)c3cncnc3)CC2)CC1,-11.87514524459839
838,C[C@H]1C[C@H](N2CCC2)CCN1C(=O)c1ccc(O)c(CO)c1,-11.870844078063964
607,CC(C)Oc1ccccc1-c1ccc2c(c1)C(=O)NC2=O,-11.856631660461426
352,C[C@H](CO)C(=O)N1CCC(C2CCN(C(=O)c3coc(Cl)c3)CC2)CC1,-11.852560329437257
605,Cc1c(C(=O)N2Cc3n[nH]cc3[C@H]2CO)oc2c1C(=O)CCC2,-11.844029140472411
32,Cc1ccc2ncc(-c3nc([C@H](C)O)nn3-c3ccc4ccccc4c3)n2c1,-11.843221187591553
329,O=C(c1ccc2nc(C3=CCCCO3)sc2c1)N1CCO[C@H](CO)C1,-11.836453247070311
320,CC1(c2ccccc2C(=O)N2CCN(C(=O)CO)CC2)CC1,-11.834494972229004
57,Cc1cc(-c2sccc2CO)c[nH]c1=NCc1ccncc1O,-11.832002067565918
460,Cc1cc(C(=O)Oc2ccc3c(C)cccc3c2)c(C)nn1,-11.828864574432371
623,CC(=O)c1cc(-c2ccc3sncc3c2)c(F)cc1O,-11.827952671051026
664,Cc1nc(C)c(CNC(=O)N2CCc3oc4ccccc4c3C2)s1,-11.82708158493042
983,COc1ccc(-c2ccc3c(c2)CN(C(=O)c2ccccc2O)CC3)cc1,-11.82704792022705
257,Cc1cn2c(=O)cc(Cn3cnc(C[C@H](N)CO)c3)nc2s1,-11.826553630828858
994,Cn1cc(N2CCC[C@H](OC(=O)c3cnn4cc(Br)ccc34)C2=O)cn1,-11.813974857330322
112,CCN1Cc2cccc(NC(=O)N3CCc4cc(O)c(C)cc4C3)c2C1,-11.81221809387207
369,Cc1ccc2cc(C(=O)N3CCc4cc(S(C)(=O)=O)ccc43)cn2c1,-11.80820379257202
162,O=C(Nc1cccc2ccncc12)c1ccc(-c2cccc(CO)c2)cn1,-11.807219219207765
679,O=C(c1cc2c(nc1O)CCC[C@H]2O)N1C[C@]23CCC[C@]2(COC3)C1,-11.80216941833496
541,C[C@@H]1CCN(c2cc3c4c(c2)CCCN4CCC3)C[C@H]1O,-11.79267463684082
11,O=C(C1CCN2C=NN=C2C1)N1C[C@]2(CO)CC[C@]2(CO)C1,-11.788277721405027
55,Cc1ccccc1[C@@H](CO)N(C)C(=O)Nc1ccc2c(O)ncnc2c1,-11.786413860321044
378,Cn1cc(C(=O)NC[C@H]2[C@@H]3CN(C(=O)c4nnc(O)nc4O)C[C@H]23)cn1,-11.786127090454102
906,CCc1cc2c(CN3C[C@H]4C[C@@H]4C3)cc(=O)oc2cc1O,-11.785230827331542
382,Cc1ncc(Cl)cc1CN1C[C@H]2[C@@H](C1)[C@@H]2C(=O)Nc1cccc2c1CCC2,-11.776658153533935
271,Fc1cc2ncc(N3CCC[C@@H](c4ccccc4F)C3)nc2cc1F,-11.774456977844238
90,CN1C[C@H](C2CCN(C(=O)c3ccc4c(ccn4C)c3)CC2)CC1=O,-11.769450855255126
891,CN(C(=O)[C@H]1CC[C@H](C(=O)NO)CC1)[C@H]1C[C@H](O)C1,-11.765319633483887
762,COc1ccc2cc(C(=O)NO)ccc2c1,-11.759469413757325
582,Cc1ccc2c(c1)[C@H](NC(=O)c1cc(F)c3ccccc3c1)CO2,-11.756681156158448
752,O=C(Nc1nc2c(s1)CCC2)[C@@H]1C[C@H]1c1cccc(C2=COCC2)c1,-11.74464292526245
719,CC1CN(C(=O)c2nsc3cc(-c4cc(F)ncc4O)ccc23)C1,-11.742747116088868
396,O=C(c1cc2c(nc1O)CCC2)N1CC[C@H](Cn2cc([C@H]3C[C@H]3CO)nn2)C1,-11.74018144607544
961,Cc1ncc(NC(=O)[C@H]2C[C@H](F)CN2C(=O)c2cc(CO)ccn2)s1,-11.739066028594973
366,Cc1cn2nc(C(=O)NO)cc(C)c2n1,-11.731580543518067
443,Cc1cc2sc(NC(=O)c3nc(O)c(C#N)cc3C)nc2cc1F,-11.729460525512696
118,CCN1Cc2cccc(NC(=O)N3CCc4cc(O)c(OC)cc4C3)c2C1,-11.728279399871829
633,Cc1cc(F)c(C(=O)Nc2ccc3sncc3c2)cc1C1=COCCC1,-11.72490119934082
620,O=C(N[C@@H]1C[C@H]1c1ccc2ccccc2c1)c1cc2cc(O)ccc2cc1O,-11.723831272125244
571,Cn1cc(C(=O)NC[C@H]2[C@@H]3CN(C(=O)c4c(O)cccc4O)C[C@H]23)cn1,-11.711054515838622
22,COc1cc(-c2ccc3ccccc3c2F)c(F)cc1O,-11.710743141174316
201,O=C(NC1CC(NCc2ccc3sccc3c2)C1)C1[C@H]2COC[C@H]12,-11.709503173828123
108,C#C[C@H]1[C@@H](C(=O)N2C[C@H](O)[C@H](NC(=O)c3ccc(CO)cc3)C2)C1(C)C,-11.70804500579834
517,C#C[C@H]1[C@H](C(=O)N2C[C@H](O)[C@H](NC(=O)c3ccc(CO)cc3)C2)C1(C)C,-11.70804500579834
59,Cc1cnc2cc(C(=O)NO)ccn12,-11.701632976531982
429,COc1cc(F)c(C)cc1-c1cnn2c1CN(Cc1c(F)cc(Cl)cc1F)CC2,-11.693994331359864
703,C=CC1(C(=O)N(C)C2CCN(C(=O)[C@H](C)c3ccc4ccccc4c3)CC2)CC1,-11.689793682098388
